Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列),欢迎词字数,sentiment,positive_prob,医生临床职称,医生教学科研职称
170,主治医师 ,胃肠外科,武汉,1,5,799,0,1,0,0,0,生命不息，妙手仁心各位患者朋友，欢迎访问我的个人主页，我将尽我所能为各位提供胃肠肿瘤、腹股沟疝等相关疾病的防治知识，让我们携手努力，共同战胜病魔！,5091,73,2,0.996455,主治医师,无
171,主任医师 ,泌尿外科,盐城,1,0,"6,240",0,0,1,1,0,无,5149,0,0,0.0315851,主任医师,无
172,住院医师 ,眼科,石家庄,1,185,"9,645",0,1,0,0,1,无,5194,0,0,0.0315851,住院医师,无
173,主任医师 教授 ,肾病内科,洛阳,1,220,"268,391",145,33,1,1,0,健康是一切幸福的根本一切医疗为了您的健康,5198,20,2,0.982366,主任医师,教授
174,主任医师 教授 ,肾病科,济宁,1,890,"101,839",4,64,3,0,1,博爱无疆厚德载医,5256,8,2,0.962854,主任医师,教授
175,主治医师 ,肿瘤科,长沙,1,230,"5,496",8,4,0,0,0,医师誓言本人热爱医学，视病人为亲人，以最真诚的服务态度、最合理的治疗方案，最细致的工作作风，得到患者最大肯定的“四最”宗旨服务于病友，！,5327,68,2,0.998527,主治医师,无
176,副主任医师 ,骨科,北京,1,210,"12,219",0,1,3,1,0,无,5372,0,0,0.0315851,副主任医师,无
177,副主任医师 ,心血管内科,秦皇岛,0,0,990,0,0,0,0,0,无,5396,0,0,0.0315851,副主任医师,无
178,主任医师 教授 ,血管外科,广州,1,2680,"295,101",16,261,10,2,7,无,5423,0,0,0.0315851,主任医师,教授
179,主任医师 教授 ,骨伤科,南昌,1,40,625,0,4,1,0,0,无,5446,0,0,0.0315851,主任医师,教授
180,副主任医师 副教授 ,肿瘤内科,衡阳,1,210,"41,001",0,6,3,0,1,无,5449,0,0,0.0315851,副主任医师,副教授
181,主任医师 教授 ,胃肠外科,济南,1,295,"24,889",6,18,15,7,0,工作就是责任工作就是责任！尊敬的患者朋友，尊敬的同仁，我将以最大的热情为你服务，欢迎你进入我的网页！,5504,50,2,0.992363,主任医师,教授
182,副主任医师 副教授 ,肛肠、静脉曲张科,黄冈,1,40,"1,807",6,5,0,0,0,黄冈市肛肠诊疗中心(黄冈市中医医院）冯彬大夫欢迎您！...各位朋友好！欢迎您来到彬彬的个人网站！并深深的感谢您对我信任和支持！您的健康就是我最大的追求！,5512,76,2,0.9978,副主任医师,副教授
183,主任医师 教授 ,普通外科,深圳,1,0,"2,126",0,0,4,0,0,无,5591,0,0,0.0315851,主任医师,教授
184,副主任医师 ,口腔科,包头,1,0,"1,836",0,0,2,0,0,无,5612,0,0,0.0315851,副主任医师,无
185,主任医师 教授 ,皮肤科,石家庄,1,4322,"335,151",10,447,22,5,3,欢迎浏览我的网站希望我能对你的健康有所帮助,5615,21,2,0.726433,主任医师,教授
186,主治医师 讲师 ,妇瘤科,合肥,0,0,"1,638",0,0,0,0,0,无,5640,0,0,0.0315851,主治医师,讲师
187,副主任医师 副教授 ,肿瘤妇科,西宁,1,200,"6,507",0,0,2,0,0,无,5649,0,0,0.0315851,副主任医师,副教授
188,主治医师 ,肿瘤中心,武汉,0,0,"1,197",0,0,1,0,0,无,5703,0,0,0.0315851,主治医师,无
189,副主任医师 ,肛肠科,西安,1,205,"12,117",0,4,13,2,0,无,5736,0,0,0.0315851,副主任医师,无
190,主治医师 讲师 ,CT室,潍坊,1,55,"6,742",0,6,0,0,1,很高兴开通我的个人网页，增加一个和大家交流的机会。希望在工作之余，在我的专业范围内为大家服务。并提供本地患者的就诊预约服务及咨询服务。,5771,67,2,0.990523,主治医师,讲师
191,主任医师 教授 ,神经外科,太原,1,264,"32,476",7,7,3,0,0,为患者解除病痛是医生的使命欢迎登陆我的个人网站！本人从事神经外科工作近三十年，对神经外科的疑难病症有丰富的临床经验。如有问题请留言，我将尽快答复。,5780,73,2,0.971072,主任医师,教授
192,主任医师 教授 ,微创外科,南宁,1,0,"10,322",0,0,3,0,1,无,5781,0,0,0.0315851,主任医师,教授
193,主任医师 教授 ,神经外科,银川,1,0,918,0,0,5,1,0,无,5860,0,0,0.0315851,主任医师,教授
194,副主任医师 ,肝病中心,北京,0,0,"7,688",0,0,1,0,0,无,5924,0,0,0.0315851,副主任医师,无
195,主治医师 ,口腔修复科,北京,1,0,"11,165",0,1,4,0,0,无,5931,0,0,0.0315851,主治医师,无
196,住院医师 助教 ,肛肠科,茂名,0,0,189,0,0,0,0,0,热心为你健康服务将心比心，互相理解。你的疑惑？尽我所能。,5934,28,2,0.827614,住院医师,助教
197,主任医师 教授 ,急症科,济南,1,0,"8,158",0,0,0,0,0,无,5959,0,0,0.0315851,主任医师,教授
198,主任医师 副教授 ,超声诊断科,兰州,1,200,"15,176",0,0,1,0,1,无,6002,0,0,0.0315851,主任医师,副教授
199,主任医师 教授 ,泌尿外科,杭州,1,17587,"659,090",0,1131,27,13,71,无,6013,0,0,0.0315851,主任医师,教授
200,主任医师 ,耳鼻咽喉头颈外科,天津,1,0,"20,237",0,3,2,0,1,无,6025,0,0,0.0315851,主任医师,无
201,主治医师 ,器官移植中心,成都,1,6320,"282,840",3,336,1,1,30,医者仁心！医者仁心，用不辞辛劳的汗水去捍卫生命的尊严！,6033,27,2,0.977763,主治医师,无
202,住院医师 ,眼科,菏泽,0,30,815,0,4,0,0,0,无,6089,0,0,0.0315851,住院医师,无
203,副主任医师 副教授 ,结直肠外科,哈尔滨,1,4176,"109,897",2,184,12,1,16,我们还在努力。好久没来了。不好意思。今后努力！,6103,23,2,0.975909,副主任医师,副教授
204,副主任医师 ,外科,晋中,0,200,"7,415",0,0,1,0,0,无,6112,0,0,0.0315851,副主任医师,无
205,主治医师 讲师 ,口腔科,北京,1,2197,"354,624",17,273,24,5,3,欢迎访问口腔专业人士主页希望您的口腔烦恼能在这里得到满意地解决！这是我们由衷的愿望和努力的目标！！！,6137,50,2,0.996873,主治医师,讲师
206,副主任医师 副教授 ,骨科,苏州,1,5,"2,781",0,1,1,0,0,无,6165,0,0,0.0315851,副主任医师,副教授
207,副主任医师 ,骨科,福州,1,295,"26,578",15,15,1,1,1,珍爱健康！尊重生命1立足目前骨科技术发展水平，为患者提供最科学、最有效与最经济的治疗方案！,6175,45,2,0.992743,副主任医师,无
208,主治医师 讲师 ,神经外科,北京,1,3190,"91,581",0,168,1,1,10,无,6214,0,0,0.0315851,主治医师,讲师
209,副主任医师 ,妇科,西安,1,5,"9,211",0,3,9,2,1,无,6261,0,0,0.0315851,副主任医师,无
210,主治医师 ,肛肠外科,沈阳,1,2465,"196,211",17,162,3,1,3,沈阳市肛肠医院便秘治疗中心（盆底康复中心）祝您早日...沈阳市肛肠医院便秘治疗中心与盆底康复中心成立于2009年10月（东北首家），拥有全面的专科诊疗设备，可详细确诊便秘的原因、便秘的分型，主要包括加拿大Laborie肛管直肠测压系统、Thought-Technology盆底表面肌电图检测与生物...反馈治疗系统、360°直肠腔内超声、结肠途径治疗机，可完成系统、全面的便秘相关辅助检查，如结肠传输试验、钡灌肠与排粪造影、电子纤维结肠镜检查、肛门直肠动力及感觉,6327,231,2,0.988902,主治医师,无
211,副主任医师 副教授 ,耳鼻咽喉科,太原,1,0,"2,402",0,1,1,0,0,无,6343,0,0,0.0315851,副主任医师,副教授
212,主治医师 ,肾病内科,成都,1,0,618,0,0,1,0,0,无,6362,0,0,0.0315851,主治医师,无
213,住院医师 ,康复中心,重庆,1,0,"30,429",1,1,3,1,0,无,6363,0,0,0.0315851,住院医师,无
214,住院医师 ,预防保健科,北京,1,615,"13,904",13,83,4,2,0,红星妇幼保健站职能红星妇幼保健站辖区：北京市大兴区旧宫镇：德茂庄、德茂佳苑小区、上林苑小区、德茂平房、西毓顺、德茂小区。每周一上午周五下午为辖区内孕妇建《北京市母子健康档案》；为辖区内待孕妇女免费发放叶酸片。每周三上午、周四全天为辖区内0-6岁儿童体检。每月...有一个周六开班妈妈学习班，向大家宣传专业的育儿知识。妈妈学习班为开放式，免费参加。举办时间在新浪微博发布。大兴红星妇幼的微博_微博http://weibo.com/daxinghongxingfuy,6431,231,2,0.987081,住院医师,无
215,副主任医师 ,骨伤科,梅州,0,0,"1,621",0,0,0,0,0,无,6477,0,0,0.0315851,副主任医师,无
216,住院医师 讲师 ,肿瘤内科,广州,0,205,"10,487",1,1,0,0,0,良心比技术更重要,6501,8,2,0.902669,住院医师,讲师
217,主任医师 教授 ,普外科,株洲,1,8950,"670,730",12,1146,5,3,4,健康是金健康是金，有健康才有将来。株洲市中心医院普外科主任医师伍溢文教授，祝您身体健康。,6507,44,2,0.727695,主任医师,教授
218,副主任医师 ,儿科,湖州,1,0,"7,221",0,0,1,0,0,无,6528,0,0,0.0315851,副主任医师,无
219,副主任医师 副教授 ,神经内科,天津,1,40,"5,696",0,6,1,0,0,无,6545,0,0,0.0315851,副主任医师,副教授
220,主治医师 ,内分泌科,北京,0,0,554,0,2,1,1,0,无,6574,0,0,0.0315851,主治医师,无
221,副主任医师 副教授 ,肾内科,广州,1,250,"86,808",1,35,7,1,0,无,6626,0,0,0.0315851,副主任医师,副教授
222,主治医师 讲师 ,泌尿外科,莱芜,0,715,"30,169",5,71,0,0,1,您好泌尿，男科诊疗,6679,9,2,0.908133,主治医师,讲师
223,主治医师 ,急诊科,武汉,0,215,"14,167",1,3,0,0,1,无,6688,0,0,0.0315851,主治医师,无
224,主治医师 ,普通外科,北京,0,0,"15,763",0,2,3,1,0,无,6743,0,0,0.0315851,主治医师,无
225,主任医师 ,骨科,吉林,1,200,"6,945",0,0,0,0,0,无,6751,0,0,0.0315851,主任医师,无
226,副主任医师 副教授 ,血液内科,南京,1,0,"9,377",0,0,4,0,1,无,6840,0,0,0.0315851,副主任医师,副教授
227,主任医师 ,脾胃病科,上海,1,6390,"303,408",0,281,28,6,20,无,6891,0,0,0.0315851,主任医师,无
228,主治医师 ,普外科,大连,1,20,"1,886",0,4,0,0,0,欢迎大家光临，祝你的宝宝早日康复全国专门的儿外科医生太少了，希望能帮到大家,6907,37,2,0.983899,主治医师,无
229,主治医师 讲师 ,眼科,承德,1,520,"6,135",1,68,1,0,0,欢迎来访眼科三代传承同仁六年磨砺倾心为您服务,6931,22,2,0.998664,主治医师,讲师
230,主任医师 ,神经内科,郑州,1,0,"1,735",0,1,1,0,0,无,7029,0,0,0.0315851,主任医师,无
231,主任医师 ,普通外科,荆门,1,200,"7,907",0,0,0,0,0,无,7045,0,0,0.0315851,主任医师,无
232,主任医师 ,骨科,邯郸,1,0,"7,916",0,0,0,0,0,无,7066,0,0,0.0315851,主任医师,无
233,副主任医师 ,小儿心外科,上海,1,0,"30,693",0,12,16,1,0,无,7123,0,0,0.0315851,副主任医师,无
234,主治医师 ,肾脏科,成都,1,0,804,0,0,8,0,0,无,7189,0,0,0.0315851,主治医师,无
235,副主任医师 ,瘰疬科,南京,1,1405,"63,427",0,181,0,2,0,您的健康是我最大的心愿,7221,11,2,0.994193,副主任医师,无
236,副主任医师 副教授 ,儿科,东营,0,0,"14,225",0,0,3,1,0,无,7252,0,0,0.0315851,副主任医师,副教授
237,副主任医师 ,儿科,忻州,0,0,"14,414",0,2,0,0,0,无,7272,0,0,0.0315851,副主任医师,无
238,主任医师 教授 ,妇产科,长沙,1,0,581,12,0,1,1,0,无,7305,0,0,0.0315851,主任医师,教授
239,主任医师 教授 ,生殖遗传科,昆明,0,4339,"315,820",0,368,11,7,26,一切为人民服务,7308,7,2,0.988,主任医师,教授
240,副主任医师 ,口腔科,沧州,1,0,"6,707",0,0,5,2,0,无,7406,0,0,0.0315851,副主任医师,无
241,主任医师 教授 ,产科,北京,1,200,"129,052",0,362,50,14,0,关爱健康！各位患者朋友，感谢大家对我的信任，但因工作繁忙，精力有限，可能无法及时答复大家，见谅。如有关于围产医学方面的的疑问，尤其是外地的患者，希望能直接与我沟通，或病情紧急，您可以电话咨询，我会尽我所能为您提供建议。,7413,109,2,0.932978,主任医师,教授
242,主治医师 ,骨科,石家庄,1,285,"14,664",1,13,1,0,1,无,7445,0,0,0.0315851,主治医师,无
243,主任医师 ,妇瘤科,武汉,1,0,"35,562",0,8,1,0,0,您健康我快乐健康就是幸福健康更是一种责任！,7456,21,2,0.997717,主任医师,无
244,主治医师 助教 ,介入科,徐州,1,2981,"194,644",10,220,1,0,3,徐医附院介入科欢迎您！并为你提供最好的技术和服务！...把患者当做自己的朋友，去和他们沟通，聊天---介入简介熟识现代医学发展的人，一定也熟识这句话：“看病走新路，医学有介入”。自1964年美国医师Dotter在世界上完成首例PTCA手术至今，介入医学已经经历了40多年的迅猛发展。...　　介入治疗是应用现代高科技手段进行的一种微创性治疗，也就是在医学影像设备的引导下，将特制的导管、导丝等精密器械引入人体，对体内病灶进行诊断和局部治疗。“通过导丝，,7473,226,2,0.997655,主治医师,助教
245,住院医师 ,肿瘤科,衡阳,1,100,"21,626",3,11,0,0,0,不为良相，只为良医。。欢迎各位患者及家属就恶性肿瘤的中西医结合治疗或者疑难杂症的中医药治疗进行咨询，为保护患者隐私，所有咨询将不公开，请您放心咨询，我将尽我所能，为您提供最佳的治疗建议。。,7582,94,2,0.97701,住院医师,无
246,副主任医师 讲师 ,消化内科,大连,1,200,"6,103",0,0,0,0,1,无,7687,0,0,0.0315851,副主任医师,讲师
247,主治医师 ,腹腔镜外科,郑州,1,5,"4,272",2,1,5,0,0,大医精诚、悬壶救世，以我所学，解大众之病苦！,7703,22,0,0.362014,主治医师,无
248,副主任医师 ,针灸科,三明,1,35,"6,299",1,5,1,0,0,信任是沟通你我的桥梁，感谢您对我的信任！！！我将尽我所能，为您解除烦恼和病痛出一份力。,7718,43,2,0.999806,副主任医师,无
249,副主任医师 副教授 ,呼吸专科,济南,1,0,"8,402",0,0,0,0,0,能为您解除病痛是我最大的心愿和不懈学习的动力。感谢你的信任和支持。,7759,33,2,0.999845,副主任医师,副教授
250,主任医师 教授 ,心内科,南昌,1,3030,"85,582",0,130,2,0,15,无,7762,0,0,0.0315851,主任医师,教授
251,副主任医师 ,超声诊断科,杭州,1,0,"12,907",0,1,1,0,1,无,7795,0,0,0.0315851,副主任医师,无
252,主治医师 ,耳鼻喉,佛山,1,200,"9,229",0,3,0,0,0,无,7822,0,0,0.0315851,主治医师,无
253,副主任医师 ,干疗科,昆明,1,0,"11,678",0,0,0,0,0,无,7829,0,0,0.0315851,副主任医师,无
254,主任医师 ,中医科,北京,1,15,"1,610",0,3,2,0,0,急您所急，需您所需一切为了您的健康,7843,17,0,0.411919,主任医师,无
255,主治医师 助教 ,感染性疾病科,北京,0,200,"7,075",0,0,1,0,0,无,7883,0,0,0.0315851,主治医师,助教
256,副主任医师 副教授 ,普外科,绥化,0,0,"13,747",0,1,4,0,0,无,7894,0,0,0.0315851,副主任医师,副教授
257,主治医师 ,眼科,德州,1,0,"15,484",0,0,2,0,0,无,7922,0,0,0.0315851,主治医师,无
258,主任医师 ,肛肠外科,北京,1,2740,"170,810",5,378,26,3,1,无,7923,0,0,0.0315851,主任医师,无
259,主任医师 教授 ,影像诊断科,北京,1,0,"12,621",0,1,7,1,1,无,8013,0,0,0.0315851,主任医师,教授
260,副主任医师 副教授 ,妇产科,长春,1,1530,"65,262",2,206,11,4,5,"踏踏实实做一个大夫因为自己也曾经是坐在大夫对面那个椅子上的人，深深的体会过......所以选择了医生作为自己的职业，踏踏实实做一个大夫,给患者治病，让患者康复。",8039,80,2,0.973861,副主任医师,副教授
261,住院医师 讲师 ,中医科,衡阳,1,230,"24,738",4,0,0,0,1,知无不言言无不尽上以疗君亲之疾下以救贫贱之厄中以保身长全以养其生,8065,32,2,0.878545,住院医师,讲师
262,主治医师 讲师 ,康复科,南京,0,215,"16,214",1,1,0,0,0,无,8081,0,0,0.0315851,主治医师,讲师
263,住院医师 ,肾内科,赤峰,0,0,640,0,0,0,0,0,无,8147,0,0,0.0315851,住院医师,无
264,主治医师 讲师 ,肿瘤科,菏泽,1,0,387,1,0,0,0,0,无,8158,0,0,0.0315851,主治医师,讲师
265,副主任医师 ,脊柱脊髓外科,北京,1,337,"65,273",0,45,2,0,2,无,8170,0,0,0.0315851,副主任医师,无
266,副主任医师 ,脾胃病科,上海,1,6370,"353,839",0,435,6,0,13,无,8176,0,0,0.0315851,副主任医师,无
267,住院医师 ,肿瘤科,北京,0,0,"19,624",0,0,0,0,0,无,8203,0,0,0.0315851,住院医师,无
268,主治医师 讲师 ,眼科,无锡,1,260,"21,804",0,4,2,0,1,无,8268,0,0,0.0315851,主治医师,讲师
269,主任医师 教授 ,急诊科,广州,1,0,"3,640",0,1,1,1,1,无,8287,0,0,0.0315851,主任医师,教授
270,副主任医师 ,营养膳食科,德州,1,0,"4,571",13,0,0,0,0,平衡膳食，合理营养，促进健康！临床营养作为临床诸多疾病综合治疗的重要组成部分，临床营养治疗与干预已为众多高强度的研究证据所证实。临床上大多数疾病的预后都与营养密切相关，而对患者进行临床营养干预是对疾病实施诊疗过程中得以安全和有效实施的根本保证。真诚希望广大病...友及家属在疾病治疗与康复过程中，更加重视到营养门诊去咨询，因为合理营养是很多疾病的治疗基础。真诚欢迎各位朋友前来咨询！,8332,191,2,0.999779,副主任医师,无
271,主治医师 ,普内科,新乡,0,15,501,2,3,0,0,0,祝您健康愿我的付出，给您多一点健康。,8354,18,2,0.982497,主治医师,无
272,主治医师 ,妇产科,荆州,1,0,"16,791",0,1,1,0,1,无,8368,0,0,0.0315851,主治医师,无
273,主治医师 ,重症医学科,枣庄,0,240,"18,225",1,3,0,0,0,精医术创和谐求卓越,8388,9,2,0.989462,主治医师,无
274,主治医师 ,眼科,郑州,1,0,635,0,0,1,0,0,无,8389,0,0,0.0315851,主治医师,无
275,副主任医师 副教授 ,小儿外科,广州,1,0,"54,751",0,27,12,1,0,无,8416,0,0,0.0315851,副主任医师,副教授
276,主治医师 ,神经外科,南京,1,0,"15,895",0,2,7,1,1,无,8470,0,0,0.0315851,主治医师,无
277,主治医师 ,中医科,北京,1,0,"8,596",0,0,1,0,0,无,8514,0,0,0.0315851,主治医师,无
278,副主任医师 ,偏瘫康复科,成都,1,35,"5,001",33,7,0,0,0,康复治疗提高生活质量脑血管病从急性期治疗到恢复期康复的一条龙服务，使患者从早期就得到规范的康复治疗，能使各项功能障碍获得更好的恢复。“早期、主动、全面”的康复治疗，为生命助力！,8525,88,2,0.999743,副主任医师,无
